Bath and North East Somerset,Bedford,Blackburn with Darwen,Blackpool,Brighton and Hove,"Bristol, City of",Buckinghamshire,Cambridgeshire,Central Bedfordshire,Cheshire East,Cheshire West and Chester,Cornwall and Isles of Scilly,County Durham,Cumbria,Darlington,Derby,Derbyshire,Devon,Dorset,East Riding of Yorkshire,East Sussex,Essex,Gloucestershire,Halton,Hampshire,Hartlepool,"Herefordshire, County of",Hertfordshire,Isle of Wight,Kent,"Kingston upon Hull, City of",Lancashire,Leicester,Leicestershire,Lincolnshire,Luton,Medway,Middlesbrough,Milton Keynes,Norfolk,North East Lincolnshire,North Lincolnshire,North Somerset,North Yorkshire,Northamptonshire,Northumberland,Nottingham,Nottinghamshire,Oxfordshire,Peterborough,Plymouth,Portsmouth,Redcar and Cleveland,Shropshire,Somerset,South Gloucestershire,Southampton,Southend-on-Sea,Staffordshire,Stockton-on-Tees,Stoke-on-Trent,Suffolk,Surrey,Swindon,Thurrock,Warrington,Warwickshire,West Sussex,Wiltshire,Worcestershire,York,GREATER LONDON,GREATER manchester,South Yorkshire,West Midlands,Tyne and Wear,West Yorkshire,Merseyside
1.034757505,0,0.668020522,0.717123474,1.031335407,0.431613999,0.55149796,0.459040575,0.346442726,0.780940878,0.582969706,0.526705737,1.320520511,1.799956801,1.872606575,1.554593435,1.245804752,0.498520019,1.320976043,1.17242572,0.897297161,1.477314162,1.255748976,2.31821343,0.867966398,0,0,1.933554655,0,1.074891483,0,1.065749357,1.693843444,0.566447876,0.525469507,1.877475921,1.076982725,2.837281884,1.855583637,0.771128933,0,0.580410002,0,1.29438528,1.194778024,1.860845941,1.201562031,1.448883394,0.722891218,0.494415576,0.763067531,0.465321886,0.729128691,0.618934442,0.177864734,1.403050934,1.188024711,1.092150171,1.023238892,0,1.170160897,0.525382544,2.591461885,1.800236731,1.720765626,1.428476197,1.903334816,0.69446052,0.599971201,1.678455016,1.89917291,2.454812207,1.692712099,1.490397581,2.424373214,2.277766632,1.4148098,1.748361785
1.034757505,2.308242735,0,0.717123474,0.343778469,0.431613999,0.919163267,0.459040575,2.078656357,1.561881755,2.040393971,0.351137158,0.943228937,1.399966401,0.936303287,3.10918687,2.36702903,0.373890014,0,1.17242572,0.717837729,1.813067381,1.412717598,1.54547562,1.157288531,0,0,1.59728428,0.705362874,1.327807127,0.769888135,1.311691516,0.846921722,0.849671814,0.656836884,5.163058784,1.794971209,3.546602355,1.484466909,0.771128933,0,0,0,0.64719264,1.194778024,2.791268911,0.600781015,0.965922263,0.867469461,0,0.763067531,0.465321886,2.187386074,0.309467221,0.711458935,1.753813668,0.396008237,3.822525597,2.273864205,1.01343819,1.170160897,0.788073816,1.25393317,0.450059183,0.573588542,0.476158732,1.903334816,1.62040788,0.599971201,1.342764013,0.474793228,2.086590376,2.115890123,1.561368895,2.424373214,1.839734588,0.814587461,2.167968613
1.034757505,0,0.668020522,0,0.687556938,0.647420998,0.735330614,0.918081149,2.078656357,2.082509007,2.040393971,0.526705737,2.452395236,1.599961601,0.936303287,2.331890152,0.996643802,0.373890014,1.585171251,0.87931929,0.179459432,1.745916737,1.412717598,1.54547562,0.940296931,0,0,1.59728428,0.705362874,1.454264948,1.154832203,0.655845758,2.540765166,1.557731659,0.39410213,0.938737961,1.435976967,2.127961413,0.742233455,0.220322552,0,0,0.930007626,1.6179816,1.593037365,1.24056396,1.501952538,1.69036396,1.156625949,0.988831152,0.381533766,0.930643773,2.187386074,0.309467221,0.711458935,0.701525467,0.396008237,1.638225256,1.705398154,0,0.390053632,0.525382544,1.337528715,0.450059183,4.015119794,3.809269858,0.692121751,1.1574342,0.599971201,1.174918511,0,2.120065088,1.586917592,1.206512328,2.458519316,1.839734588,1.028952582,1.748361785
2.586893761,1.731182051,3.340102608,1.434246949,1.031335407,0.863227998,1.102995921,0.765067624,1.385770904,1.301568129,2.331878824,0.175568579,2.452395236,2.599937601,0.936303287,1.943241794,0.996643802,0.373890014,0.528390417,0.87931929,1.076756594,2.484573818,0.78484311,0.77273781,1.229619064,2.135314906,1.556008527,2.353892624,0.705362874,1.517493859,0.384944068,1.229710797,1.411536203,0.849671814,0.131367377,1.877475921,1.794971209,2.127961413,1.855583637,0.771128933,0,0.580410002,0.465003813,1.6179816,1.194778024,1.860845941,0.600781015,1.569623677,1.445782436,1.977662304,0,0,0,0,1.067188403,1.403050934,1.584032948,3.822525597,2.160170995,0,0.780107265,0.919419452,1.42112426,1.350177548,2.294354168,1.904634929,0.865152189,0.69446052,0.799961602,1.342764013,0.474793228,2.387862784,2.574332983,1.277483641,2.048766096,1.489308952,1.071825606,2.867313327
0,2.885303419,0,0.717123474,1.031335407,0.647420998,1.102995921,0.765067624,1.73221363,1.561881755,1.748909118,0.526705737,2.075103661,1.999952001,0.936303287,3.497835229,1.494965703,0.373890014,1.056780834,1.465532149,0.538378297,2.215971243,2.668466574,1.54547562,1.37428013,4.270629811,0,2.101689843,0.705362874,1.264578216,0.769888135,2.049517994,1.411536203,0.424835907,1.182306391,4.224320823,0.358994242,2.127961413,0.742233455,1.101612761,0.626711706,0,0.465003813,0.8089908,1.460284251,0.31014099,1.802343046,1.448883394,1.156625949,0.494415576,1.907668829,1.395965659,1.458257382,0.618934442,0.355729468,1.753813668,0.792016474,3.276450512,3.524489517,0,1.170160897,1.576147632,1.755506439,0.450059183,2.294354168,1.428476197,1.730304378,1.38892104,0.799961602,1.007073009,0.474793228,2.454812207,1.657447263,1.774282835,2.834126433,2.102553814,1.586301897,2.727444385
0,0.577060684,0.668020522,2.868493897,1.375113877,0.863227998,1.470661228,1.071094674,2.425099083,1.561881755,2.040393971,1.053411473,1.697812086,1.599961601,0.936303287,2.720538511,1.744126653,0,0,0.58621286,0.897297161,2.081669956,1.098780354,0.77273781,1.952924396,1.067657453,0.518669509,1.429149093,1.410725748,1.201349305,0.384944068,0.983768637,1.129228962,1.274507721,1.050939014,1.877475921,1.794971209,0,0.371116727,0.771128933,1.880135119,0.580410002,0,0.8089908,1.725790478,1.55070495,0,0.965922263,1.012047705,0,1.526135063,0.465321886,0.729128691,0,0.177864734,0.701525467,1.980041185,2.730375427,1.932784574,3.040314571,0,1.707493269,2.089888617,0.900118366,1.720765626,0.952317465,1.384243502,0.81020394,0.799961602,1.510609514,0.474793228,2.175856275,2.151154959,1.419426268,2.082912198,2.190160223,1.586301897,2.51764097
0.517378752,1.731182051,0,2.868493897,0,0.647420998,0.735330614,0.765067624,0.346442726,1.822195381,1.457424265,1.228980052,2.263749448,2.199947201,0.936303287,2.331890152,0.996643802,0.623150023,1.056780834,0.29310643,1.435675458,1.61161545,1.726654842,1.54547562,1.446610664,2.135314906,0,0.924743531,0,1.454264948,0.384944068,0.983768637,1.129228962,0.708059845,1.576408521,1.877475921,2.871953934,2.837281884,1.484466909,0.550806381,0.626711706,1.160820003,0,1.13258712,0.663765569,0.93042297,0.300390508,1.811104242,0.578312974,0.494415576,1.144601297,0.930643773,0.729128691,0.618934442,0.533594202,1.052288201,0.396008237,2.730375427,1.364318523,2.026876381,0.390053632,1.182110724,1.504719804,3.150414279,1.720765626,0.476158732,1.384243502,0.81020394,1.799913604,1.678455016,0.474793228,1.829950918,2.539068148,1.348454955,2.390227113,2.540585859,1.71492097,2.237903085
1.034757505,2.308242735,2.004061565,2.151370423,0.687556938,0.863227998,1.286828574,0.765067624,1.73221363,2.082509007,2.331878824,0.526705737,1.697812086,1.599961601,0.936303287,5.441077022,0.747482851,0.249260009,0.264195209,0.58621286,1.435675458,2.484573818,2.35452933,1.54547562,1.59127173,1.067657453,2.074678036,2.101689843,0.705362874,0.885204751,0,1.393672236,0.846921722,1.132895752,1.050939014,2.346844902,2.15396545,4.965243297,0.371116727,0.771128933,0,0.580410002,1.395011439,1.13258712,1.858543592,1.860845941,0.901171523,0.84518198,1.590360679,0.494415576,0.381533766,1.395965659,1.458257382,0.928401664,0.355729468,1.052288201,0.792016474,1.638225256,2.046477784,1.01343819,0,1.050765088,1.25393317,0.450059183,1.720765626,0.952317465,1.384243502,1.1574342,0.399980801,1.510609514,0,1.785317969,2.856451666,1.277483641,2.185350503,1.927340997,1.286190728,2.167968613
0,2.308242735,2.672082086,2.151370423,1.031335407,1.294841997,0.55149796,0.612054099,1.385770904,2.082509007,1.457424265,0.175568579,1.509166299,1.399966401,2.808909862,1.943241794,0.872063327,0.124630005,0.528390417,0.29310643,0.538378297,1.947368668,1.883623464,3.09095124,1.59127173,1.067657453,0.518669509,1.261013906,1.410725748,1.707180591,0,2.049517994,1.976150684,0.566447876,0.656836884,4.224320823,3.230948176,1.418640942,0.371116727,1.321935313,0,1.160820003,1.395011439,1.13258712,1.858543592,0.31014099,1.802343046,1.086662545,0.722891218,0.988831152,0.763067531,0.465321886,2.187386074,1.547336106,0.177864734,0.701525467,1.980041185,2.184300341,1.364318523,1.520157286,1.170160897,1.182110724,1.337528715,0.900118366,5.162296878,2.380793661,1.903334816,0.5787171,0.599971201,2.349837022,0.949586455,1.818792681,2.574332983,1.561368895,2.014619995,2.190160223,1.200444679,1.888230728
1.552136257,1.731182051,0,1.434246949,1.031335407,0.647420998,0.735330614,1.071094674,0.346442726,2.603136259,0.874454559,0.175568579,0.943228937,1.599961601,1.872606575,0.777296717,1.993287604,0.498520019,0.792585626,1.17242572,0.717837729,1.678766093,1.726654842,3.86368905,1.301949597,1.067657453,1.037339018,1.849487062,0,1.201349305,0.384944068,1.229710797,1.129228962,1.132895752,0.656836884,0.938737961,1.076982725,2.837281884,2.597817091,0.660967657,1.253423413,0,0.465003813,0.8089908,1.194778024,1.860845941,0.300390508,0.482961131,0.867469461,0,0.381533766,0.465321886,0.729128691,0.309467221,1.245053137,0.350762734,1.188024711,0.546075085,1.478011733,1.01343819,1.560214529,1.576147632,1.42112426,1.350177548,3.441531252,1.904634929,1.211213064,0.92594736,0.599971201,2.18199152,0.949586455,1.818792681,2.609597819,1.206512328,1.843889487,1.401702543,1.371936776,2.307837556
0,1.731182051,0.668020522,2.868493897,1.031335407,0.431613999,0.367665307,0.918081149,1.385770904,1.561881755,2.331878824,0.175568579,1.697812086,1.799956801,2.808909862,1.554593435,2.491609505,0.249260009,0.264195209,1.465532149,1.256216026,1.61161545,2.35452933,2.31821343,1.012627464,3.202972358,0,1.092878718,2.116088622,1.264578216,0.384944068,1.393672236,1.129228962,0.424835907,0.788204261,2.816213882,1.076982725,4.255922826,0.371116727,0.660967657,0,1.160820003,0.465003813,0.16179816,2.12404982,1.55070495,1.201562031,0.482961131,0.433734731,0.494415576,0.381533766,0.465321886,1.458257382,0,0.177864734,0.350762734,1.188024711,1.092150171,1.136932102,0.506719095,1.170160897,0.525382544,1.170337626,1.800236731,1.147177084,2.380793661,1.211213064,0.92594736,0.799961602,1.174918511,1.424379683,1.57331146,2.433273642,1.774282835,1.843889487,1.927340997,1.114698631,2.587575442
0,2.308242735,0.668020522,1.434246949,1.375113877,0.863227998,0.735330614,0.918081149,1.73221363,1.041254503,1.165939412,1.58011721,0.565937362,0.999976001,0.936303287,2.331890152,1.619546178,0.872410033,0.264195209,0.58621286,0.538378297,2.081669956,0.78484311,0,1.157288531,1.067657453,0.518669509,1.261013906,0,0.948433662,0.384944068,1.557633676,0.846921722,0.708059845,0.919571637,1.408106941,1.076982725,4.965243297,1.113350182,0.881290209,1.253423413,0,0.465003813,1.6179816,2.12404982,0.93042297,1.802343046,1.207402828,0.722891218,0.494415576,0.381533766,1.395965659,0,0.928401664,0.177864734,1.052288201,0.396008237,2.184300341,1.478011733,0,1.950268162,0.919419452,1.003146536,0.900118366,1.720765626,0.952317465,2.076365253,0.81020394,0.599971201,1.510609514,1.89917291,1.595627935,2.398008806,1.632340208,2.185350503,1.401702543,1.672047946,2.237903085
0,1.731182051,0.668020522,2.868493897,1.375113877,0.215806999,1.102995921,0.918081149,1.73221363,1.301568129,2.331878824,1.053411473,0.943228937,2.199947201,0.936303287,0,0.747482851,0.747780028,1.056780834,1.17242572,0.717837729,1.275862231,1.412717598,3.86368905,1.012627464,1.067657453,0.518669509,2.101689843,0,0.695518019,0.769888135,1.311691516,0.564614481,0.566447876,0.262734754,0.938737961,0.717988483,0.709320471,1.113350182,1.211774037,0.626711706,0.580410002,0.930007626,1.45618344,1.06202491,1.24056396,0.600781015,0.84518198,0.433734731,0.988831152,0.381533766,0,3.645643456,0.618934442,0,0.350762734,1.980041185,1.092150171,1.364318523,0,0,0.65672818,1.25393317,0.450059183,3.441531252,2.380793661,1.730304378,1.04169078,0.999952002,1.174918511,0.474793228,1.484045562,2.644862654,1.490397581,1.91218169,0.700851271,1.886413067,2.937247799
0,0.577060684,1.336041043,1.434246949,0.343778469,0.647420998,1.470661228,1.530135249,2.078656357,0.520627252,1.457424265,1.053411473,0.754583149,1.399966401,0,1.554593435,1.370385228,0.872410033,0.528390417,1.17242572,0.538378297,1.745916737,2.197560708,2.31821343,1.446610664,1.067657453,0,1.59728428,1.410725748,0.948433662,1.154832203,0.983768637,0.846921722,1.274507721,0.788204261,2.346844902,0.717988483,2.127961413,1.484466909,0.991451485,0.626711706,0.580410002,0.930007626,0.48539448,1.194778024,1.24056396,2.102733554,1.328143111,1.301204192,0.988831152,0.763067531,0.465321886,1.458257382,0.618934442,0.177864734,1.052288201,1.980041185,0,2.046477784,0.506719095,1.560214529,1.050765088,1.504719804,1.350177548,0,0.952317465,1.038182627,1.04169078,0.1999904,0.503536505,0.949586455,1.16045668,2.75065716,1.632340208,2.219496605,1.927340997,1.457682825,1.258820485
0.517378752,1.731182051,0.668020522,2.151370423,1.375113877,0.215806999,0.735330614,0.765067624,0.692885452,2.342822633,2.91484853,0.526705737,2.075103661,0.7999808,1.872606575,3.10918687,1.370385228,0.498520019,0.792585626,1.758638579,0.717837729,1.275862231,1.098780354,2.31821343,1.229619064,1.067657453,0,1.176946312,0,0.632289108,1.154832203,1.311691516,0.564614481,0.849671814,0.39410213,2.346844902,2.15396545,3.546602355,0.371116727,0.660967657,0,0.580410002,0.465003813,1.45618344,0.929271796,2.170986931,1.802343046,0.603701414,0.722891218,1.483246728,0.763067531,0.930643773,1.458257382,1.547336106,0.711458935,1.403050934,0.396008237,2.184300341,1.932784574,0.506719095,0.780107265,1.182110724,1.003146536,0.450059183,2.294354168,2.380793661,1.211213064,0.5787171,0.799961602,2.014146019,0.474793228,1.28319729,2.221684629,0.780684447,1.809743385,1.839734588,1.371936776,1.818296256
0.517378752,0.577060684,0.668020522,0.717123474,0.687556938,1.510648996,1.102995921,0.30602705,1.73221363,0.260313626,1.457424265,0.351137158,2.641041023,0.5999856,1.872606575,1.165945076,1.121224277,0.373890014,0.264195209,0.29310643,1.794594323,1.343012875,1.726654842,0.77273781,0.578644265,1.067657453,0.518669509,1.849487062,1.410725748,1.011662573,0.769888135,0.819807198,0.846921722,0.991283783,0.919571637,2.346844902,1.794971209,3.546602355,1.113350182,0.660967657,0.626711706,0.580410002,0.930007626,0.97078896,1.460284251,0.62028198,0.600781015,1.207402828,1.445782436,0,0.763067531,0.930643773,1.458257382,0.928401664,1.245053137,0.701525467,1.980041185,0,1.705398154,0.506719095,0.780107265,1.444801996,1.42112426,1.800236731,1.720765626,1.428476197,2.076365253,1.85189472,0.599971201,1.007073009,0.474793228,1.238564341,1.798506605,0.993598388,1.297551861,1.576915361,1.672047946,1.818296256
0,2.885303419,1.336041043,0.717123474,1.031335407,0.647420998,0.735330614,0.459040575,1.385770904,1.561881755,1.457424265,0.526705737,1.509166299,0.5999856,1.872606575,1.554593435,1.245804752,0.373890014,1.056780834,2.051745009,0.538378297,1.275862231,1.412717598,1.54547562,1.37428013,4.270629811,0,1.429149093,1.410725748,1.201349305,1.154832203,1.147730077,1.129228962,1.132895752,1.050939014,0.938737961,0.358994242,2.127961413,1.113350182,0.660967657,1.880135119,2.321640007,0.465003813,0.48539448,1.593037365,0.62028198,1.802343046,1.569623677,0.722891218,0,0,2.791931318,0.729128691,0.309467221,0.355729468,0.350762734,1.584032948,2.730375427,1.591704943,1.520157286,1.560214529,0.919419452,1.839101983,1.350177548,1.147177084,0.952317465,1.211213064,1.1574342,0.799961602,1.007073009,1.89917291,1.015399595,1.974830782,1.277483641,1.502428471,1.752128179,1.286190728,1.398689428
0,1.154121367,0.668020522,0.717123474,0.687556938,0.863227998,0.367665307,0.918081149,2.078656357,0.520627252,0.874454559,0.175568579,1.886457874,1.199971201,0,1.165945076,0.747482851,0.373890014,0.792585626,1.465532149,1.076756594,1.0744103,1.412717598,2.31821343,0.723305332,1.067657453,0.518669509,1.345081499,0,1.201349305,1.154832203,1.147730077,1.129228962,0.283223938,0.788204261,3.285582862,0.717988483,1.418640942,1.484466909,0.771128933,0,1.741230005,1.395011439,1.6179816,1.327531137,1.24056396,1.201562031,0.603701414,1.012047705,0.494415576,1.907668829,0,2.187386074,0.309467221,0.355729468,0.701525467,0.792016474,2.184300341,2.046477784,0.506719095,0.780107265,1.838838905,1.671910894,0.450059183,0,1.904634929,1.211213064,0.81020394,0.799961602,1.342764013,0.474793228,1.138140205,1.974830782,1.916225462,1.331697963,1.401702543,0.685968388,1.608492842
0.517378752,1.154121367,2.004061565,3.585617372,0.343778469,1.294841997,0.55149796,1.377121724,1.73221363,1.561881755,1.457424265,0.526705737,2.641041023,1.399966401,0.936303287,0.388648359,0.996643802,0.124630005,0.528390417,1.758638579,0.717837729,1.410163519,1.098780354,1.54547562,0.940296931,5.338287264,0,1.261013906,0.705362874,0.695518019,0.384944068,1.229710797,0.846921722,0.991283783,0.131367377,0.46936898,2.15396545,2.127961413,0.371116727,0.771128933,0.626711706,4.062870011,0,0.64719264,0.929271796,0.62028198,0.600781015,1.086662545,0.433734731,1.483246728,0,1.395965659,0,1.237868885,0.711458935,0.701525467,0.396008237,1.092150171,1.136932102,0.506719095,0.780107265,1.31345636,1.337528715,0,1.147177084,3.333111126,1.55727394,1.38892104,0.399980801,0.671382006,1.424379683,1.16045668,1.869036276,1.348454955,1.331697963,1.051276907,1.157571655,2.167968613
0.517378752,1.731182051,2.004061565,2.868493897,0.343778469,0.647420998,0.919163267,0.612054099,1.039328178,1.301568129,2.040393971,0.175568579,1.320520511,1.599961601,1.872606575,0.777296717,1.245804752,0.498520019,0.528390417,1.465532149,0.538378297,0.738657081,0.78484311,2.31821343,1.301949597,6.405944717,0.518669509,1.345081499,0.705362874,1.327807127,0.384944068,1.065749357,2.823072406,0.708059845,0.656836884,1.408106941,0.358994242,0,1.484466909,0.991451485,0,1.160820003,0.465003813,1.13258712,1.194778024,0.93042297,1.201562031,0.724441697,0.578312974,0.988831152,0.381533766,0,0,1.237868885,0.177864734,0.350762734,1.584032948,0,1.591704943,0.506719095,0.390053632,0.919419452,0.919550992,1.350177548,0,0.476158732,1.384243502,0.81020394,0.999952002,2.014146019,0.949586455,0.859184273,1.37532858,1.064569701,1.434136268,1.314096134,0.900333509,2.377772028
