Bath and North East Somerset,Bedford,Blackburn with Darwen,Blackpool,Brighton and Hove,"Bristol, City of",Buckinghamshire,Cambridgeshire,Central Bedfordshire,Cheshire East,Cheshire West and Chester,Cornwall and Isles of Scilly,County Durham,Cumbria,Darlington,Derby,Derbyshire,Devon,Dorset,East Riding of Yorkshire,East Sussex,Essex,Gloucestershire,Halton,Hampshire,Hartlepool,"Herefordshire, County of",Hertfordshire,Isle of Wight,Kent,"Kingston upon Hull, City of",Lancashire,Leicester,Leicestershire,Lincolnshire,Luton,Medway,Middlesbrough,Milton Keynes,Norfolk,North East Lincolnshire,North Lincolnshire,North Somerset,North Yorkshire,Northamptonshire,Northumberland,Nottingham,Nottinghamshire,Oxfordshire,Peterborough,Plymouth,Portsmouth,Redcar and Cleveland,Shropshire,Somerset,South Gloucestershire,Southampton,Southend-on-Sea,Staffordshire,Stockton-on-Tees,Stoke-on-Trent,Suffolk,Surrey,Swindon,Thurrock,Warrington,Warwickshire,West Sussex,Wiltshire,Worcestershire,York,GREATER LONDON,GREATER manchester,South Yorkshire,West Midlands,Tyne and Wear,West Yorkshire,Merseyside
0.517378752,0.577060684,1.336041043,0.717123474,0,0.431613999,0.367665307,0.765067624,1.385770904,0.520627252,1.457424265,0.351137158,1.509166299,0.5999856,1.872606575,1.165945076,0.996643802,0.373890014,0.264195209,1.758638579,1.076756594,1.410163519,1.56968622,1.54547562,1.229619064,0,0,1.429149093,1.410725748,1.074891483,1.539776271,1.475652956,1.411536203,0.424835907,0.525469507,1.877475921,0.717988483,2.127961413,0.371116727,0.991451485,0.626711706,1.160820003,0.465003813,1.29438528,0.929271796,0.31014099,1.201562031,0.603701414,1.012047705,0.494415576,0.763067531,0.930643773,2.916514765,1.237868885,0,0.350762734,1.188024711,1.638225256,1.591704943,0,0.780107265,1.707493269,1.588315349,1.350177548,2.86794271,0.952317465,1.038182627,0.69446052,1.599923204,1.342764013,0.949586455,0.814551323,1.939565946,1.845254148,1.092675251,0.963670498,0.943206534,1.678427314
0,1.154121367,1.336041043,2.151370423,0,1.294841997,1.102995921,0.765067624,0,1.561881755,0.874454559,0.351137158,1.697812086,1.399966401,0,0,1.245804752,0.249260009,0,1.17242572,0.538378297,1.141560944,0.78484311,0,0.795635865,2.135314906,2.074678036,0.840675937,0,0.82197584,0.769888135,1.065749357,0.564614481,0.849671814,0.39410213,1.408106941,1.435976967,1.418640942,0.742233455,0.660967657,0.626711706,2.321640007,0,0.64719264,1.460284251,2.481127921,0.901171523,0.724441697,1.012047705,0.988831152,0.381533766,1.395965659,2.187386074,0.618934442,0.177864734,0,0.396008237,0.546075085,0.909545682,0,1.170160897,1.444801996,1.42112426,0,1.147177084,1.904634929,2.595456567,1.38892104,0.599971201,1.174918511,0.474793228,0.624861289,1.410593415,1.632340208,1.160967455,2.102553814,0.986079558,1.328754957
1.552136257,0,2.004061565,1.434246949,0.343778469,0.431613999,0,0.612054099,1.73221363,0.780940878,1.748909118,0.526705737,1.509166299,0.7999808,1.872606575,1.943241794,0.996643802,0.872410033,0.528390417,1.17242572,0.538378297,1.0744103,1.098780354,0,1.012627464,1.067657453,1.556008527,0.756608343,0,1.327807127,0.769888135,0.409903599,0.564614481,0.849671814,0.919571637,0.46936898,0.717988483,1.418640942,0,1.652419142,0,1.160820003,0.930007626,1.13258712,1.194778024,0.62028198,0.901171523,0.84518198,1.445782436,0.494415576,0.381533766,0.465321886,0.729128691,0.928401664,0.711458935,0.350762734,0.396008237,1.638225256,1.705398154,0,1.170160897,1.31345636,1.170337626,0.450059183,0,2.856952394,1.903334816,0.46297368,0,0.671382006,0,0.680652476,1.904301111,1.206512328,1.365844064,1.576915361,1.329063752,1.328754957
1.034757505,2.308242735,0.668020522,0.717123474,0,0.431613999,1.102995921,0.30602705,1.385770904,1.301568129,1.748909118,0.351137158,1.509166299,0.7999808,0.936303287,0.388648359,0.996643802,0.124630005,0,2.051745009,0.717837729,0.738657081,1.56968622,0.77273781,0.723305332,0,0.518669509,1.092878718,0.705362874,0.695518019,0.384944068,0.737826478,0.846921722,0.283223938,0.656836884,0.938737961,1.076982725,1.418640942,0,0.881290209,0,0,0.465003813,0.64719264,1.725790478,1.24056396,0.300390508,1.328143111,0.144578244,0.988831152,0,0,1.458257382,0.618934442,0.533594202,0.701525467,1.188024711,1.638225256,0.909545682,1.01343819,0,1.050765088,0.919550992,0.900118366,0.573588542,1.428476197,1.384243502,0.34723026,0.1999904,2.014146019,0.949586455,0.58022834,1.727976934,1.845254148,1.195113556,1.051276907,1.157571655,1.258820485
0.517378752,1.154121367,0.668020522,2.151370423,0,0,0.919163267,0.459040575,1.73221363,1.041254503,1.165939412,0.702274315,2.452395236,0,0.936303287,0.777296717,0.498321901,0.124630005,0.528390417,2.051745009,0,1.477314162,0.627874488,2.31821343,0.578644265,2.135314906,0,0.504405562,1.410725748,1.138120394,0.384944068,0.573865038,1.411536203,1.132895752,0.525469507,1.877475921,0.358994242,2.127961413,0,0.771128933,0.626711706,1.160820003,0,1.45618344,0.663765569,1.55070495,2.403124061,0.84518198,1.012047705,0.494415576,0.763067531,0.930643773,1.458257382,0.928401664,0.711458935,1.052288201,0.396008237,0.546075085,0.682159261,0.506719095,1.560214529,1.838838905,1.003146536,0.450059183,1.720765626,2.380793661,0.692121751,0.69446052,0.1999904,1.678455016,0.474793228,0.636019526,1.551652757,1.277483641,0.717068134,1.226489725,0.814587461,1.049017071
0,0.577060684,0.668020522,1.434246949,0.343778469,0.647420998,0.55149796,0.459040575,0.692885452,1.561881755,1.748909118,0.351137158,0.754583149,0.5999856,0.936303287,1.165945076,1.121224277,0.498520019,0.264195209,2.344851439,0.538378297,1.007259656,1.098780354,0.77273781,0.723305332,2.135314906,0.518669509,0.588473156,1.410725748,0.885204751,0.769888135,1.147730077,0.846921722,0.708059845,0.656836884,0.938737961,0.358994242,1.418640942,0,0.771128933,0,0,0.465003813,0.97078896,1.460284251,1.55070495,1.802343046,0.965922263,1.301204192,0.494415576,0.381533766,0.465321886,0,0.618934442,0.177864734,1.403050934,1.584032948,1.092150171,1.250625313,1.01343819,0.390053632,0.919419452,1.003146536,0.450059183,1.147177084,1.428476197,1.55727394,0.5787171,0.599971201,0.167845502,1.89917291,0.557911865,1.37532858,1.561368895,1.05852915,0.963670498,1.286190728,1.049017071
0,0.577060684,1.336041043,1.434246949,0,0.431613999,0.367665307,1.530135249,1.73221363,1.041254503,2.623363677,0.702274315,1.697812086,1.399966401,0.936303287,0.777296717,1.245804752,0.124630005,0,0.29310643,0.179459432,1.141560944,1.56968622,0.77273781,0.578644265,1.067657453,0.518669509,1.345081499,0.705362874,0.695518019,3.464496609,0.983768637,0.564614481,0.708059845,0.39410213,0.938737961,1.076982725,0.709320471,0.742233455,0.550806381,0,1.160820003,0.930007626,0.64719264,0.796518682,1.55070495,0,1.69036396,0.144578244,0,0.763067531,0.465321886,0.729128691,1.237868885,0.533594202,0.701525467,1.188024711,0.546075085,0.795852472,0.506719095,0.390053632,0.919419452,0.668764358,1.800236731,0.573588542,0.476158732,0.173030438,0.69446052,1.199942403,1.342764013,1.424379683,0.502120679,1.516387922,1.277483641,1.092675251,1.226489725,0.900333509,0.9790826
0,0,0,1.434246949,0,0,0.367665307,0.612054099,2.771541809,1.561881755,1.165939412,0.351137158,1.697812086,0.5999856,0.936303287,0.777296717,1.245804752,0.124630005,0.264195209,1.465532149,0.717837729,1.141560944,0.627874488,2.31821343,0.650974799,2.135314906,0.518669509,1.429149093,3.52681437,0.505831286,1.539776271,0.655845758,0.564614481,0.708059845,0.262734754,0.938737961,1.076982725,4.965243297,1.113350182,0.660967657,1.253423413,1.160820003,0,1.29438528,1.06202491,0.31014099,1.201562031,0.84518198,0.722891218,0.494415576,0,0.465321886,1.458257382,1.547336106,0,0.701525467,0,1.092150171,0.909545682,0,2.340321794,1.838838905,1.086742081,0,0.573588542,1.904634929,1.384243502,1.38892104,0.1999904,1.510609514,0.474793228,0.45748773,1.093209897,1.135541014,0.990236947,1.489308952,0.771714437,0.839213657
0.517378752,0,1.336041043,1.434246949,0.687556938,0.215806999,0.367665307,0.30602705,0.346442726,0.780940878,0.874454559,0.351137158,1.697812086,1.199971201,0,1.165945076,0.498321901,0.124630005,1.056780834,1.17242572,0.717837729,0.604355794,0.313937244,0,0.650974799,1.067657453,1.037339018,0.67254075,0.705362874,0.442602376,2.309664406,1.147730077,0.846921722,1.132895752,0.262734754,0.46936898,0.358994242,0.709320471,0,0.660967657,0,0.580410002,0.930007626,0.97078896,0.796518682,0.62028198,0.600781015,0.603701414,0.433734731,0.988831152,0.763067531,0,0,1.237868885,0.355729468,0.350762734,0,0,1.250625313,2.533595476,1.170160897,1.182110724,0.919550992,0,0,1.904634929,1.038182627,0.46297368,0.999952002,0.671382006,0.474793228,0.569070103,1.199004403,1.561368895,0.614629829,1.927340997,0.685968388,0.699344714
0.517378752,1.731182051,1.336041043,2.868493897,0.343778469,0,0.55149796,0.765067624,0,1.822195381,0.874454559,0,1.131874724,0.5999856,0.936303287,0,0.747482851,0,0.528390417,0,0.358918865,1.141560944,0.313937244,0.77273781,0.650974799,2.135314906,1.556008527,1.176946312,0,0.252915643,1.539776271,0.983768637,0.846921722,0.566447876,0.525469507,0.46936898,0.358994242,0,0,0.771128933,0.626711706,1.741230005,0.930007626,1.13258712,1.194778024,0.93042297,1.501952538,0.965922263,0.289156487,0,0.763067531,0.465321886,0.729128691,0.928401664,0.355729468,0.350762734,0,1.092150171,0.682159261,0.506719095,1.170160897,0.65672818,0.334382179,0.900118366,0,0.476158732,1.211213064,0.23148684,0.599971201,1.510609514,2.848759365,0.468645967,1.304798909,0.780684447,0.478045423,1.314096134,0.60022234,0.9790826
0,0.577060684,0.668020522,0.717123474,0,0.647420998,0.919163267,0.459040575,0.346442726,1.822195381,2.040393971,0.175568579,1.320520511,1.199971201,2.808909862,0.388648359,1.245804752,0.249260009,1.056780834,1.17242572,0.717837729,0.335753219,0.78484311,0.77273781,0.867966398,0,0,0.588473156,0.705362874,0.948433662,0.769888135,0.819807198,0.846921722,0.708059845,0.656836884,0.938737961,0.717988483,0.709320471,0,0.771128933,0,0.580410002,0.930007626,0.8089908,1.194778024,1.55070495,1.501952538,0.482961131,0.289156487,0.988831152,0,0,0.729128691,0.618934442,0,0.701525467,0.396008237,1.638225256,0.909545682,0.506719095,1.950268162,0.65672818,0.668764358,1.800236731,0,0,1.038182627,0.46297368,0.999952002,0.671382006,0.949586455,0.41285478,1.199004403,1.277483641,0.717068134,0.876064089,0.943206534,0.9790826
0,1.154121367,1.336041043,1.434246949,0.343778469,0.431613999,0.919163267,0.765067624,0.346442726,1.041254503,0.874454559,0.351137158,1.697812086,1.199971201,0.936303287,1.943241794,1.370385228,0.373890014,0.792585626,0.58621286,0.717837729,0.671506437,1.098780354,0.77273781,0.289322133,1.067657453,2.074678036,1.345081499,2.821451496,0.569060197,0.769888135,0.819807198,0.564614481,1.274507721,0.39410213,0.46936898,0,2.127961413,0.371116727,0.771128933,0,1.741230005,0.930007626,0.64719264,0.398259341,0.93042297,0.901171523,0.362220848,0.867469461,0,0.381533766,0,0.729128691,1.237868885,0.177864734,0.350762734,0.396008237,1.092150171,0.341079631,1.01343819,0.780107265,0.525382544,0.668764358,0.900118366,0,0.952317465,0.692121751,0.5787171,1.199942403,1.007073009,2.373966138,0.368221831,0.952150555,1.064569701,0.682922032,0.613244863,0.857460485,0.559475771
0,1.154121367,1.336041043,2.151370423,0.687556938,0.215806999,0,0.612054099,1.385770904,1.822195381,0.291484853,0.175568579,0.754583149,0.999976001,0.936303287,0.777296717,1.245804752,0.373890014,0.528390417,0.29310643,0.538378297,0.940109012,0.627874488,0,0.433983199,2.135314906,0.518669509,0.756608343,0,0.695518019,1.539776271,0.819807198,1.411536203,0.566447876,0.39410213,0.46936898,0,1.418640942,0.371116727,0.881290209,0,1.160820003,3.255026691,1.13258712,0.663765569,0,1.501952538,0.120740283,0.433734731,0.494415576,0.381533766,0.465321886,0.729128691,1.237868885,0.533594202,0.701525467,0.792016474,0,1.250625313,1.01343819,0.780107265,0.919419452,0.417977723,0.900118366,0,0,1.038182627,0.46297368,0.399980801,0.503536505,0,0.468645967,0.987415391,1.206512328,0.580483727,1.138883316,0.857460485,0.9790826
0,2.308242735,0.668020522,0,0.343778469,1.294841997,0.183832653,0.612054099,0,1.301568129,1.165939412,0.526705737,1.509166299,0.999976001,0.936303287,0.388648359,0.498321901,0.249260009,0.264195209,1.17242572,0.717837729,0.805807725,0.470905866,0,0.795635865,2.135314906,1.037339018,0.504405562,0.705362874,0.442602376,3.079552541,1.147730077,0.564614481,1.132895752,0.131367377,1.877475921,0.717988483,1.418640942,0,0.881290209,0.626711706,1.160820003,1.395011439,1.6179816,1.194778024,1.860845941,0.600781015,0.724441697,0.433734731,0.988831152,0.381533766,1.395965659,0,0.309467221,0.177864734,0.350762734,0.396008237,1.092150171,0.909545682,2.026876381,0.390053632,0.525382544,0.250786634,1.800236731,1.147177084,0.476158732,0.173030438,0.5787171,0.599971201,1.007073009,0.949586455,0.312430645,1.304798909,0.993598388,0.751214235,0.876064089,0.728841412,1.118951542
0.517378752,0,0.668020522,1.434246949,0.343778469,0.431613999,0.735330614,0.459040575,1.73221363,1.041254503,1.165939412,0,0.565937362,0.7999808,0,0.777296717,1.121224277,0,0.264195209,2.931064299,0.358918865,0.604355794,0.156968622,0,0.723305332,1.067657453,1.556008527,0.504405562,1.410725748,0.758746929,0.384944068,0.655845758,0.846921722,0.566447876,0.39410213,0.46936898,0,1.418640942,0,0.550806381,0,0.580410002,0.930007626,0.16179816,0.531012455,1.55070495,0.600781015,0.482961131,0.144578244,0,0.381533766,0,1.458257382,0.928401664,0.177864734,0,0,0,0.11369321,2.026876381,0.390053632,0.919419452,0.334382179,0.450059183,0,1.904634929,1.038182627,0.34723026,0.399980801,1.007073009,0,0.323588882,1.093209897,1.064569701,0.512191524,0.876064089,0.771714437,0.839213657
0,4.61648547,0,0.717123474,0.687556938,0.215806999,0,0.765067624,1.385770904,0.520627252,0.874454559,0.175568579,1.131874724,0.999976001,0,1.165945076,0.872063327,0.498520019,0.264195209,0.87931929,0.179459432,0.402903862,0.470905866,0,0.867966398,3.202972358,0.518669509,0.504405562,0,1.074891483,1.154832203,0.819807198,1.411536203,0.849671814,0.262734754,0,0.358994242,1.418640942,0.371116727,0.440645104,0.626711706,1.160820003,0.930007626,0.32359632,0.398259341,0.93042297,0.600781015,0.724441697,0.289156487,0,0.381533766,0,0.729128691,0.928401664,0.355729468,0.701525467,0.396008237,0.546075085,0.909545682,0,1.170160897,0.919419452,0.417977723,0.450059183,0.573588542,1.428476197,0.173030438,0.92594736,0.799961602,0.671382006,1.424379683,0.278955933,0.740561543,0.780684447,0.580483727,0.876064089,0.514476291,0.349672357
0,0,0.668020522,0,0.687556938,0.647420998,0.183832653,0.459040575,1.039328178,1.561881755,0.582969706,0,0.754583149,0.999976001,0,0.388648359,0.747482851,0.124630005,0.264195209,1.758638579,0.538378297,0.268602575,0.313937244,0.77273781,0.2169916,1.067657453,1.037339018,0.336270375,0,0.505831286,0.384944068,1.639614395,0.846921722,0.566447876,0,0.46936898,0,1.418640942,0.371116727,0.330483828,0,0,0,1.29438528,0.663765569,0.93042297,0.600781015,0.362220848,0.144578244,1.483246728,0.381533766,0,1.458257382,0.309467221,0.177864734,0.701525467,0,0.546075085,0.568466051,0,0.780107265,1.050765088,0.417977723,0,2.294354168,0.952317465,0.519091313,0.46297368,0.1999904,0.503536505,0.474793228,0.301272407,1.093209897,1.135541014,0.614629829,0.525638454,0.643095364,0.419606828
0,0.577060684,0,0.717123474,0.343778469,0.215806999,0.735330614,0.459040575,0,0.780940878,0.582969706,0,1.697812086,0.999976001,1.872606575,0.388648359,0.996643802,0,0,1.465532149,0.538378297,0.738657081,0.627874488,2.31821343,0.289322133,1.067657453,1.037339018,0.252202781,2.116088622,0.442602376,0.384944068,0.655845758,0.564614481,1.132895752,0.262734754,0,1.076982725,1.418640942,1.113350182,0.660967657,0,0,0.465003813,0.48539448,0.531012455,0.62028198,0,0.482961131,0,0,0.381533766,0,0,0.928401664,0.177864734,0.350762734,0,0,0.22738642,1.520157286,0.390053632,0.131345636,0.417977723,0,0,1.428476197,0.346060876,0.23148684,0.1999904,0.671382006,0.474793228,0.234322983,0.91688572,0.709713134,0.341461016,0.525638454,0.385857218,0.349672357
0.517378752,1.154121367,0,0.717123474,0.687556938,0,0.367665307,0.612054099,1.039328178,2.603136259,0,0,0.377291575,1.199971201,1.872606575,0.388648359,1.370385228,0,0,0.58621286,0.897297161,0.402903862,0,0.77273781,0.506313732,1.067657453,1.556008527,0.67254075,0,0.505831286,1.539776271,0.819807198,1.129228962,0.566447876,0.656836884,0,0,0.709320471,0,0.440645104,0,0,0.465003813,0.64719264,0.531012455,0,0.600781015,0.241480566,0.722891218,0.988831152,0,0,0,0.618934442,0.533594202,0,0.396008237,1.092150171,0.454772841,0,0.390053632,0.525382544,0.501573268,0.450059183,0,0.952317465,0.519091313,0.81020394,0,0.167845502,0.949586455,0.16737356,0.881620885,0.567770507,0.512191524,1.051276907,0.342984194,0.559475771
0,0.577060684,1.336041043,2.151370423,0.343778469,0,0.735330614,0.612054099,0.346442726,0.780940878,0.291484853,0.351137158,2.452395236,0.5999856,1.872606575,0.388648359,0.373741426,0.124630005,0,0.58621286,0.538378297,0.335753219,0,0,0.289322133,1.067657453,2.074678036,0.504405562,0.705362874,0.442602376,0.769888135,0.491884319,0.564614481,0.566447876,0,0.46936898,0.717988483,0.709320471,0.371116727,1.101612761,0.626711706,0.580410002,1.395011439,0.32359632,0.398259341,0.93042297,0,0.241480566,0.144578244,0,0.381533766,0,0.729128691,0.618934442,0.177864734,0.350762734,0.396008237,1.092150171,0.795852472,0.506719095,0.780107265,0.525382544,0.585168813,0.900118366,0,0,1.038182627,0.46297368,0.799961602,0.167845502,1.424379683,0.133898848,0.387913189,0.709713134,0.478045423,0.613244863,0.643095364,0.4895413
0,1.154121367,0,0.717123474,0,0.215806999,0.55149796,0.459040575,0.346442726,0.780940878,0.874454559,0.175568579,1.320520511,0.7999808,1.872606575,0.388648359,0.622902376,0,0,0,0.538378297,0.402903862,0,0,0.506313732,0,1.556008527,0.588473156,1.410725748,0.695518019,0.769888135,0.409903599,0.282307241,0.424835907,0.39410213,0,0.358994242,0,0,0.330483828,0,1.741230005,0.465003813,0.48539448,1.194778024,0.62028198,0.600781015,0.84518198,0.722891218,0.988831152,0.381533766,0,0,1.237868885,0.177864734,0.701525467,0,1.092150171,0.454772841,0.506719095,1.170160897,0.788073816,0.835955447,0,0.573588542,0.952317465,0.519091313,0.5787171,0.999952002,0.503536505,0.949586455,0.189690034,0.634767037,1.277483641,0.273168813,0.876064089,0.514476291,0.349672357
0,0,0,1.434246949,0.343778469,0.215806999,0.183832653,0.459040575,0.692885452,1.822195381,0.291484853,0.175568579,1.320520511,0.999976001,0,0.388648359,0.498321901,0,0,1.17242572,0,0.201451931,0,0,0.578644265,1.067657453,1.037339018,0.588473156,0,0.569060197,1.539776271,0.573865038,0.564614481,0.283223938,0.262734754,1.408106941,1.076982725,0,0,0.660967657,0,0.580410002,0,0.48539448,0.531012455,0.31014099,0.300390508,0.362220848,0.578312974,0.988831152,0.381533766,0.465321886,1.458257382,0.618934442,0.355729468,0,0.792016474,0,0.568466051,1.01343819,0.390053632,0.525382544,0.250786634,0,0,0.476158732,0.346060876,0.34723026,0.399980801,0.335691003,0.949586455,0.200848272,0.846356049,0.780684447,0.546337626,0.700851271,0.771714437,0.9790826
